"","V1","V2","V3","V4","V5","V6","V7"
"1",0.379696270454169,0.341136867243074,0.329892888514914,1.48488491903991,0.509523382189139,0.442420018353462,-0.436040082726576
"2",0.0678798333715566,-0.397837208880237,0.719097508947255,0.0930290375886238,0.216675678643192,0.96816538353856,-0.762276708429148
"3",0.885484842083778,-1.04789259823359,-0.900024615989246,0.909005509829542,-0.705988648451222,0.458390864230876,0.264021026531849
"4",-1.27764637967367,0.468112446917145,-0.56793760410246,-0.580411323324981,-1.82895843907074,1.12048247857473,0.145861010365843
"5",0.139120731437535,-0.127874838804777,0.204164107615847,0.527017640666327,1.74050849188926,0.449115475832201,-0.00741710716937943
"6",-1.34201133009997,1.37086408295354,-0.173858932760668,-0.593910152937093,-0.000145654224585914,2.06430403770238,-0.246263805832352
"7",0.276507443808978,-0.586894461971655,-0.401861966153819,-0.902809154716764,1.08420200855119,-0.0449468997057475,-0.591657974404231
"8",-3.8294985513168,-1.3123902679251,0.211665823914582,-0.870138948571727,1.01011296396106,0.240199710457465,-0.62777421628571
"9",0.714910769256881,-0.840604632845927,-0.812643322619263,-1.38225260089933,1.25605467119876,-0.535572862563456,-0.873619522876327
"10",-0.60634195928561,-0.226850726402454,-0.343560759329642,2.05636268511856,-0.457849071090228,0.386526065430919,-0.696940290921356
"11",-0.906719834156805,0.193656025103675,0.791527652550678,0.0884643649858483,0.173537405542292,-0.350105599926849,-0.561534546338118
"12",-0.551804839845177,0.0511644415049197,1.07589713687107,-0.0118826371340793,0.0421534811024975,1.12847837568724,-1.6808056512167
"13",-1.58173331311182,0.218206584337093,1.18978401550632,-1.23712054446406,0.199708275500356,0.424137426072887,-0.670268514698835
"14",0.861297574663753,-0.16775410296295,0.159808914977282,-3.10820591185921,0.939327492635251,-1.19941843240141,0.149117990393244
"15",-0.200574326509628,2.13976547582371,-0.713197986580338,0.74040430105206,-1.21925087011194,-1.15252428827091,-0.843621467626797
"16",-0.10158837542446,0.64980652061041,1.11706229535672,2.00481314721835,0.388926268149685,0.21726517285529,-0.428527800077106
"17",0.742345662513392,0.43015625907191,0.862705809163064,-0.821257789244601,0.131032772403228,-1.30130342985509,-1.98220581646937
"18",0.26575913496254,0.447698511042935,1.57606085137085,0.0999838349509685,1.55163046057934,0.348024225728239,0.137953912497544
"19",0.938800399285837,-0.187252519268517,-1.18456395473127,-2.31189775544685,0.878509907381128,0.116776328106857,-1.03262371741552
"20",0.359318101076177,-0.727999306924914,0.424572902512377,-1.336521743109,1.87025897474202,0.316438721698442,0.162011834956607
"21",0.298994859172835,-0.284612924424082,2.16979313076009,-1.24812366964612,1.0978593836866,-0.53341630382543,-0.139465114287617
"22",0.733440378653074,0.462745361529937,-0.0754233376949514,-2.10456546173774,0.10243749902891,-0.954144009787189,1.56341098856677
"23",0.943527391179462,-1.16172627904384,0.813753817822516,-0.608252308096623,0.00904772643242521,0.00529570493864441,0.243242636751864
"24",1.31435425412868,-0.994420146913574,-0.567351310330717,0.227031725976566,-0.0266442626932694,0.877771281235667,-0.919838254701086
"25",-1.06805894148969,0.418021094647766,-0.669345567318898,-0.0498313821740729,-1.35217044495171,1.39560969378732,0.325298968897437
"26",0.87263747277232,-1.26009630905291,0.713615448504189,1.13215650086596,0.156012213231608,0.468987926521411,-1.25321687920266
"27",0.882291796963582,0.826543700478318,-0.623228572341757,0.334238435624042,0.48585564782367,-1.57787005261643,0.944142301300144
"28",1.33390994946465,1.45201173700637,-0.290651531759907,0.66358053380105,-0.0100876665112011,1.00551865743741,-1.77229392521528
"29",1.5424884134247,0.496940469172226,0.229984069175056,-1.72734710547543,-0.351709899323691,-1.49141842757265,-1.02760315901303
"30",0.738532843389547,-0.142791581766788,-0.389035057693193,-1.28134256098771,-1.74139991130234,0.202736909683148,-0.494785414591432
"31",-0.112033058429861,0.0347792121227822,0.0809533366365222,0.313189913062226,1.67630753429816,0.446254689575108,0.00462813835378394
"32",0.496348642181859,1.19969370225441,-0.406216629856644,-1.23482913566931,-0.785504189376153,1.08600117136465,0.227553224828922
