"","V1","V2","V3","V4","V5","V6","V7"
"1",-1.07479599854781,0,0,0,0,0,0
"2",-0.643420483539772,0.265267296290959,0,0,0,0,0
"3",0.485155512005919,0.929696367322779,-0.452115235836298,0,0,0,0
"4",-1.03646748444951,-0.361735373978777,1.67527988688279,-1.00028808286962,0,0,0
"5",2.27361262541041,-0.0947097432232051,1.61226566382778,0.416048788732436,0.466192218934928,0,0
"6",0.718579666754173,-1.13796265287268,1.50528939981735,-0.0471703620898599,-0.725865162066456,-0.446896635937788,0
"7",0.556037756715677,0.753452200242348,0.183250774071412,-0.454033027368178,0.647215711859632,-1.25942402564623,-0.439557368291591
"8",-0.893233650795266,-1.64371043880943,-0.309818807110377,-0.608854476147516,0.397622658426115,-0.39833103114367,-1.40448013819642
"9",-0.156404399197593,-0.295218563139377,1.44612782093107,0.00797040280035167,1.10229616778588,0.124607089946209,-1.15877578184036
"10",-0.750581267228659,-0.229240485267593,-0.455934916982666,1.57401099882859,1.50036379518351,0.662257035768819,1.94233306395718
